CNTRY,admin1,admin2,hitech10,hitech20,pop10,pop20,rate
일본,Saga-ken,Omachi-cho,7,4,7369,6293,-14.60%
일본,Saga-ken,Kohoku-machi,5,7,9515,9566,0.54%
일본,Saga-ken,Shiroishi-cho,26,18,25607,22051,-13.89%
일본,Saga-ken,Tara-cho,4,3,9842,8121,-17.49%
일본,Nagasaki-ken,Nagasaki-shi,803,897,443766,409118,-7.81%
일본,Nagasaki-ken,Sasebo-shi,507,499,261101,243223,-6.85%
일본,Nagasaki-ken,Shimabara-shi,89,72,47455,43338,-8.68%
일본,Nagasaki-ken,Isahaya-shi,207,249,140752,133852,-4.90%
일본,Nagasaki-ken,Omura-shi,94,115,90517,95397,5.39%
일본,Nagasaki-ken,Hirado-shi,35,49,34905,29365,-15.87%
일본,Nagasaki-ken,Matsuura-shi,26,43,25145,21271,-15.41%
일본,Nagasaki-ken,Tsushima-shi,47,61,34407,28502,-17.16%
일본,Nagasaki-ken,Iki-shi,26,31,29377,24948,-15.08%
일본,Nagasaki-ken,Goto-shi,62,71,40622,34391,-15.34%
일본,Nagasaki-ken,Saikai-shi,41,43,31176,26275,-15.72%
일본,Nagasaki-ken,Unzen-shi,50,71,47245,41096,-13.02%
일본,Nagasaki-ken,Minamishimabara-shi,40,49,50363,42330,-15.95%
일본,Nagasaki-ken,Nagayo-cho,28,38,42535,40780,-4.13%
일본,Nagasaki-ken,Togitsu-cho,39,55,30110,29339,-2.56%
일본,Nagasaki-ken,Higashisonogi-cho,4,4,8903,7721,-13.28%
일본,Nagasaki-ken,Kawatana-cho,12,15,14651,13377,-8.70%
일본,Nagasaki-ken,Hasami-cho,13,17,15227,14291,-6.15%
일본,Nagasaki-ken,Ojika-cho,0,0,2849,2288,-19.69%
일본,Nagasaki-ken,Saza-cho,18,16,13599,13912,2.30%
일본,Nagasaki-ken,Shinkamigoto-cho,22,28,22074,17503,-20.71%
일본,Kumamoto-ken,Kumamoto-shi,1694,2034,734474,738865,0.60%
일본,Kumamoto-ken,Yatsushiro-shi,236,251,132266,123067,-6.95%
일본,Kumamoto-ken,Hitoyoshi-shi,72,83,35611,31108,-12.64%
일본,Kumamoto-ken,Arao-shi,46,116,55321,50832,-8.11%
일본,Kumamoto-ken,Minamata-shi,40,39,26978,23557,-12.68%
일본,Kumamoto-ken,Tamana-shi,76,89,69541,64292,-7.55%
일본,Kumamoto-ken,Yamaga-shi,61,68,55391,49025,-11.49%
일본,Kumamoto-ken,Kikuchi-shi,55,57,50194,46416,-7.53%
일본,Kumamoto-ken,Uto-shi,47,47,37727,36122,-4.25%
일본,Kumamoto-ken,Kamiamakusa-shi,82,129,29902,24563,-17.85%
일본,Kumamoto-ken,Uki-shi,91,112,61878,57032,-7.83%
일본,Kumamoto-ken,Aso-shi,44,46,28444,24930,-12.35%
일본,Kumamoto-ken,Amakusa-shi,162,159,89065,75783,-14.91%
일본,Kumamoto-ken,Koshi-shi,53,57,55002,61772,12.31%
일본,Kumamoto-ken,Misato-machi,6,8,11388,9392,-17.53%
일본,Kumamoto-ken,Gyokuto-machi,2,4,5554,5045,-9.16%
일본,Kumamoto-ken,Nankan-machi,12,5,10564,8979,-15.00%
일본,Kumamoto-ken,Nagasu-machi,10,9,16594,15372,-7.36%
일본,Kumamoto-ken,Nagomi-machi,6,9,11247,9342,-16.94%
일본,Kumamoto-ken,Ozu-machi,22,37,31234,35187,12.66%
일본,Kumamoto-ken,Kikuyo-machi,78,115,37734,43337,14.85%
일본,Kumamoto-ken,Minamioguni-machi,2,1,4429,3750,-15.33%
일본,Kumamoto-ken,Oguni-machi,5,11,7877,6590,-16.34%
일본,Kumamoto-ken,Ubuyama-mura,2,2,1606,1382,-13.95%
일본,Kumamoto-ken,Takamori-machi,12,9,6716,5789,-13.80%
일본,Kumamoto-ken,Nishihara-mura,7,5,6792,6426,-5.39%
일본,Kumamoto-ken,Minamiaso-mura,9,11,11972,9836,-17.84%
일본,Kumamoto-ken,Mifune-machi,12,16,17888,16303,-8.86%
일본,Kumamoto-ken,Kashima-machi,6,14,8676,9547,10.04%
일본,Kumamoto-ken,Mashiki-machi,35,44,32676,32510,-0.51%
일본,Kumamoto-ken,Kosa-machi,9,7,11181,10132,-9.38%
일본,Kumamoto-ken,Yamato-cho,23,21,16981,13503,-20.48%
일본,Kumamoto-ken,Hikawa-cho,10,11,12715,11094,-12.75%
일본,Kumamoto-ken,Ashikita-machi,10,8,19316,15681,-18.82%
일본,Kumamoto-ken,Tsunagi-machi,2,1,5062,4254,-15.96%
일본,Kumamoto-ken,Nishiki-machi,13,18,11075,10288,-7.11%
일본,Kumamoto-ken,Taragi-machi,15,18,10554,9076,-14.00%
일본,Kumamoto-ken,Yunomae-machi,2,2,4375,3627,-17.10%
일본,Kumamoto-ken,Mizukami-mura,0,2,2405,2033,-15.47%
일본,Kumamoto-ken,Sagara-mura,5,7,4934,4070,-17.51%
일본,Kumamoto-ken,Itsuki-mura,0,2,1205,931,-22.74%
일본,Kumamoto-ken,Yamae-mura,3,2,3681,3238,-12.03%
일본,Kumamoto-ken,Kuma-mura,3,1,4249,2433,-42.74%
일본,Kumamoto-ken,Asagiri-cho,25,17,16638,14676,-11.79%
일본,Kumamoto-ken,Reihoku-machi,8,8,8314,7114,-14.43%
일본,Oita-ken,Oita-shi,1035,1225,474094,475614,0.32%
일본,Oita-ken,Beppu-shi,232,466,125385,115321,-8.03%
일본,Oita-ken,Nakatsu-shi,132,130,84312,82863,-1.72%
일본,Oita-ken,Hita-shi,128,125,70940,62657,-11.68%
일본,Oita-ken,Saiki-shi,119,109,76951,66851,-13.13%
일본,Oita-ken,Usuki-shi,66,60,41469,36158,-12.81%
일본,Oita-ken,Tsukumi-shi,19,24,19917,16100,-19.16%
일본,Oita-ken,Taketa-shi,38,38,24423,20332,-16.75%
일본,Oita-ken,Bungotakada-shi,34,37,23906,22112,-7.50%
일본,Oita-ken,Kitsuki-shi,42,44,32083,27999,-12.73%
일본,Oita-ken,Usa-shi,71,96,59008,52771,-10.57%
일본,Oita-ken,Bungoono-shi,35,41,39452,33695,-14.59%
일본,Oita-ken,Yufu-shi,20,24,34702,32772,-5.56%
일본,Oita-ken,Kunisaki-shi,22,23,32002,26232,-18.03%
일본,Oita-ken,Himeshima-mura,0,0,2189,1725,-21.20%
일본,Oita-ken,Hiji-machi,53,40,28221,27723,-1.76%
일본,Oita-ken,Kokonoe-machi,12,9,10421,8541,-18.04%
일본,Oita-ken,Kusu-machi,23,22,17054,14386,-15.64%
일본,Miyazaki-ken,Miyazaki-shi,1094,1296,400583,401339,0.19%
일본,Miyazaki-ken,Miyakonojo-shi,278,310,169602,160640,-5.28%
일본,Miyazaki-ken,Nobeoka-shi,203,220,131182,118394,-9.75%
일본,Miyazaki-ken,Nichinan-shi,100,106,57689,50848,-11.86%
일본,Miyazaki-ken,Kobayashi-shi,76,79,48270,43670,-9.53%
일본,Miyazaki-ken,Hyuga-shi,153,149,63223,59629,-5.68%
일본,Miyazaki-ken,Kushima-shi,34,34,20453,16822,-17.75%
일본,Miyazaki-ken,Saito-shi,53,79,32614,28610,-12.28%
일본,Miyazaki-ken,Ebino-shi,34,23,21606,17638,-18.37%
일본,Miyazaki-ken,Mimata-cho,35,24,24800,25591,3.19%
일본,Miyazaki-ken,Takaharu-cho,12,14,10000,8639,-13.61%
일본,Miyazaki-ken,Kunitomi-cho,17,28,20909,18398,-12.01%
일본,Miyazaki-ken,Aya-cho,15,8,7224,6934,-4.01%
일본,Miyazaki-ken,Takanabe-cho,46,43,21733,19922,-8.33%
일본,Miyazaki-ken,Shintomi-cho,20,19,18092,16564,-8.45%
일본,Miyazaki-ken,Nishimera-son,1,1,1241,1000,-19.42%
일본,Miyazaki-ken,Kijo-cho,3,7,5177,4895,-5.45%
일본,Miyazaki-ken,Kawaminami-cho,50,74,17009,15194,-10.67%
일본,Miyazaki-ken,Tsuno-cho,8,10,11137,9906,-11.05%
일본,Miyazaki-ken,Kadogawa-cho,31,15,18854,17379,-7.82%
일본,Miyazaki-ken,Morotsuka-son,0,1,1882,1486,-21.04%
일본,Miyazaki-ken,Shiiba-son,5,6,3092,2503,-19.05%
일본,Miyazaki-ken,Misato-cho,3,4,6248,4826,-22.76%
일본,Miyazaki-ken,Takachiho-cho,29,33,13723,11642,-15.16%
일본,Miyazaki-ken,Hinokage-cho,3,1,4463,3635,-18.55%
일본,Miyazaki-ken,Gokase-cho,1,1,4427,3472,-21.57%
일본,Kagoshima-ken,Kagoshima-shi,1411,1581,605846,593128,-2.10%
일본,Kagoshima-ken,Kanoya-shi,186,187,105070,101096,-3.78%
일본,Kagoshima-ken,Makurazaki-shi,21,24,23638,20033,-15.25%
일본,Kagoshima-ken,Akune-shi,65,49,23154,19270,-16.77%
일본,Kagoshima-ken,Izumi-shi,77,86,55621,51994,-6.52%
일본,Kagoshima-ken,Ibusuki-shi,84,69,44396,39011,-12.13%
일본,Kagoshima-ken,Nishinoomote-shi,27,28,16951,14708,-13.23%
일본,Kagoshima-ken,Tarumizu-shi,10,9,17248,13819,-19.88%
일본,Kagoshima-ken,Satsumasendai-shi,188,197,99589,92403,-7.22%
일본,Kagoshima-ken,Hioki-shi,68,72,50822,47153,-7.22%
일본,Kagoshima-ken,So-shi,61,72,39221,33310,-15.07%
일본,Kagoshima-ken,Kirishima-shi,228,230,127487,123135,-3.41%
일본,Kagoshima-ken,Ichikikushikino-shi,38,30,31144,27490,-11.73%
일본,Kagoshima-ken,Minamisatsuma-shi,46,62,38704,32887,-15.03%
일본,Kagoshima-ken,Shibushi-shi,52,83,33034,29329,-11.22%
일본,Kagoshima-ken,Amami-shi,67,105,46121,41390,-10.26%
일본,Kagoshima-ken,Minamikyusyu-shi,38,44,39065,33080,-15.32%
일본,Kagoshima-ken,Isa-shi,33,30,29304,24453,-16.55%
일본,Kagoshima-ken,Aira-shi,116,130,74809,76348,2.06%
일본,Kagoshima-ken,Mishima-mura,0,3,418,405,-3.11%
일본,Kagoshima-ken,Toshima-mura,0,0,657,740,12.63%
일본,Kagoshima-ken,Satsuma-cho,28,39,24109,20243,-16.04%
일본,Kagoshima-ken,Nagashima-cho,22,26,11105,9705,-12.61%
일본,Kagoshima-ken,Yusui-cho,17,17,11595,9119,-21.35%
일본,Kagoshima-ken,Osaki-cho,26,23,14215,12385,-12.87%
일본,Kagoshima-ken,Higashikushira-cho,9,10,6802,6237,-8.31%
일본,Kagoshima-ken,Kinko-cho,4,6,8987,6944,-22.73%
일본,Kagoshima-ken,Minamiosumi-cho,3,7,8815,6481,-26.48%
일본,Kagoshima-ken,Kimotsuki-cho,95,87,17160,14227,-17.09%
일본,Kagoshima-ken,Nakatane-cho,20,23,8696,7539,-13.30%
일본,Kagoshima-ken,Minamitane-cho,20,22,6218,5445,-12.43%
일본,Kagoshima-ken,Yakushima-cho,18,13,13589,11858,-12.74%
일본,Kagoshima-ken,Yamato-son,0,2,1765,1364,-22.72%
일본,Kagoshima-ken,Uken-son,0,1,1932,1621,-16.10%
일본,Kagoshima-ken,Setouchi-cho,13,12,9874,8546,-13.45%
일본,Kagoshima-ken,Tatsugo-cho,4,12,6078,5817,-4.29%
일본,Kagoshima-ken,Kikai-cho,4,8,8169,6629,-18.85%
일본,Kagoshima-ken,Tokunoshima-cho,20,19,12090,10147,-16.07%
일본,Kagoshima-ken,Amagi-cho,3,4,6653,5517,-17.08%
일본,Kagoshima-ken,Isen-cho,1,2,6844,6139,-10.30%
일본,Kagoshima-ken,Wadomari-cho,7,7,7114,6246,-12.20%
일본,Kagoshima-ken,China-cho,6,10,6806,5750,-15.52%
일본,Kagoshima-ken,Yoron-cho,5,9,5327,5115,-3.98%
일본,Okinawa-ken,Naha-shi,896,1071,315954,317625,0.53%
일본,Okinawa-ken,Ginowan-shi,158,208,91928,100125,8.92%
일본,Okinawa-ken,Ishigaki-shi,122,129,46922,47637,1.52%
일본,Okinawa-ken,Urasoe-shi,251,329,110351,115690,4.84%
일본,Okinawa-ken,Nago-shi,119,112,60231,63554,5.52%
일본,Okinawa-ken,Itoman-shi,64,70,57320,61007,6.43%
일본,Okinawa-ken,Okinawa-shi,216,202,130249,142752,9.60%
일본,Okinawa-ken,Tomigusuku-shi,85,106,57261,64612,12.84%
일본,Okinawa-ken,Uruma-shi,167,167,116979,125303,7.12%
일본,Okinawa-ken,Miyakojima-shi,107,116,52039,52931,1.71%
일본,Okinawa-ken,Nanjo-shi,19,47,39758,44043,10.78%
일본,Okinawa-ken,Kunigami-son,5,4,5188,4517,-12.93%
일본,Okinawa-ken,Ogimi-son,4,4,3221,3092,-4.00%
일본,Okinawa-ken,Higashi-son,1,3,1794,1598,-10.93%
일본,Okinawa-ken,Nakijin-son,4,6,9257,8894,-3.92%
일본,Okinawa-ken,Motobu-cho,15,20,13870,12530,-9.66%
일본,Okinawa-ken,Onna-son,15,11,10144,10869,7.15%
일본,Okinawa-ken,Ginoza-son,2,1,5331,5833,9.42%
일본,Okinawa-ken,Kin-cho,15,16,11066,10806,-2.35%
일본,Okinawa-ken,Ie-son,5,3,4737,4118,-13.07%
일본,Okinawa-ken,Yomitan-son,24,24,38200,41206,7.87%
일본,Okinawa-ken,Kadena-cho,12,19,13827,13521,-2.21%
일본,Okinawa-ken,Chatan-cho,37,55,27264,28201,3.44%
일본,Okinawa-ken,Kitanakagusuku-son,25,32,15951,17969,12.65%
일본,Okinawa-ken,Nakagusuku-son,15,20,17680,22157,25.32%
일본,Okinawa-ken,Nishihara-cho,33,70,34766,34984,0.63%
일본,Okinawa-ken,Yonabaru-cho,21,27,16318,19695,20.69%
일본,Okinawa-ken,Haebaru-cho,46,58,35244,40440,14.74%
일본,Okinawa-ken,Tokashiki-son,0,8,760,718,-5.53%
일본,Okinawa-ken,Zamami-son,9,9,865,892,3.12%
일본,Okinawa-ken,Aguni-son,0,0,863,683,-20.86%
일본,Okinawa-ken,Tonaki-son,3,0,452,346,-23.45%
일본,Okinawa-ken,Minamidaito-son,0,2,1442,1285,-10.89%
일본,Okinawa-ken,Kitadaito-son,0,1,665,590,-11.28%
일본,Okinawa-ken,Iheya-son,0,0,1385,1126,-18.70%
일본,Okinawa-ken,Izena-son,0,0,1589,1322,-16.80%
일본,Okinawa-ken,Kumejima-cho,8,8,8519,7192,-15.58%
일본,Okinawa-ken,Yaese-cho,22,33,26681,30941,15.97%
일본,Okinawa-ken,Tarama-son,1,2,1231,1058,-14.05%
일본,Okinawa-ken,Taketomi-cho,12,11,3859,3942,2.15%
일본,Okinawa-ken,Yonaguni-cho,1,2,1657,1676,1.15%
한국,서울특별시,종로구,20230,24606,170578,149384,-12.42%
한국,서울특별시,중구,27768,36675,132822,125240,-5.71%
한국,서울특별시,용산구,13103,16319,244853,230040,-6.05%
한국,서울특별시,성동구,7494,15863,309093,293556,-5.03%
한국,서울특별시,광진구,6925,4496,375463,346682,-7.67%
한국,서울특별시,동대문구,5828,7169,366786,342837,-6.53%
한국,서울특별시,중랑구,1261,1262,427455,394702,-7.66%
한국,서울특별시,성북구,3061,4772,488932,437153,-10.59%
한국,서울특별시,강북구,901,1060,346520,308055,-11.10%
한국,서울특별시,도봉구,1198,1441,368298,325257,-11.69%
한국,서울특별시,노원구,1335,2359,611230,523037,-14.43%
한국,서울특별시,은평구,1727,2202,488109,479835,-1.70%
한국,서울특별시,서대문구,1886,6401,324541,312173,-3.81%
한국,서울특별시,마포구,16510,20229,391865,371890,-5.10%
한국,서울특별시,양천구,4038,2919,500001,454251,-9.15%
한국,서울특별시,강서구,3661,25958,574127,580185,1.06%
한국,서울특별시,구로구,12429,15736,423736,404408,-4.56%
한국,서울특별시,금천구,26286,29622,245195,231733,-5.49%
한국,서울특별시,영등포구,28412,32514,406833,379480,-6.72%
한국,서울특별시,동작구,6243,6212,402709,391220,-2.85%
한국,서울특별시,관악구,3206,4940,531434,495060,-6.84%
한국,서울특별시,서초구,52322,70672,434720,425126,-2.21%
한국,서울특별시,강남구,91741,111467,570095,539231,-5.41%
한국,서울특별시,송파구,20429,31301,685279,667960,-2.53%
한국,서울특별시,강동구,3432,6852,491871,459970,-6.49%
한국,부산광역시,중구,2502,2456,49442,41523,-16.02%
한국,부산광역시,서구,379,446,126040,108135,-14.21%
한국,부산광역시,동구,2632,3223,101514,88901,-12.42%
한국,부산광역시,영도구,501,1264,146798,113342,-22.79%
한국,부산광역시,부산진구,4746,5673,395826,359886,-9.08%
한국,부산광역시,동래구,1707,2755,282779,270745,-4.26%
한국,부산광역시,남구,1492,1775,298458,267731,-10.30%
한국,부산광역시,북구,1080,809,312218,283952,-9.05%
한국,부산광역시,해운대구,2816,8514,426729,402169,-5.76%
한국,부산광역시,사하구,1221,1641,358730,311757,-13.09%
한국,부산광역시,금정구,2391,3184,255419,232666,-8.91%
한국,부산광역시,강서구,988,2906,62594,137957,120.40%
한국,부산광역시,연제구,4357,5876,212696,209157,-1.66%
한국,부산광역시,수영구,1221,2037,178267,176894,-0.77%
한국,부산광역시,사상구,2554,3158,257843,212586,-17.55%
한국,부산광역시,기장군,166,552,102557,174545,70.19%
한국,대구광역시,중구,2262,2343,77857,76547,-1.68%
한국,대구광역시,동구,3204,5529,337529,341920,1.30%
한국,대구광역시,서구,895,1228,224618,170700,-24.00%
한국,대구광역시,남구,1467,2181,171197,146632,-14.35%
한국,대구광역시,북구,1812,3314,452505,440263,-2.71%
한국,대구광역시,수성구,4091,5961,461988,424314,-8.15%
한국,대구광역시,달서구,2949,5196,607083,558631,-7.98%
한국,대구광역시,달성군,435,1272,178899,259339,44.96%
한국,인천광역시,중구,507,769,92890,139729,50.42%
한국,인천광역시,동구,298,400,79663,62542,-21.49%
한국,인천광역시,연수구,4016,7965,423876,404343,-4.61%
한국,인천광역시,남동구,3605,6362,279230,387450,38.76%
한국,인천광역시,부평구,2387,5712,473423,525354,10.97%
한국,인천광역시,계양구,1025,1491,567493,494962,-12.78%
한국,인천광역시,서구,2371,6798,347810,296750,-14.68%
한국,인천광역시,남구/미추홀구,3039,5178,408068,542040,32.83%
한국,인천광역시,강화군,167,215,67104,69203,3.13%
한국,인천광역시,옹진군,4,8,18739,20455,9.16%
한국,광주광역시,동구,3449,3570,104449,102897,-1.49%
한국,광주광역시,서구,3807,6800,303219,296576,-2.19%
한국,광주광역시,남구,808,1430,216863,214579,-1.05%
한국,광주광역시,북구,3092,5443,466866,430431,-7.80%
한국,광주광역시,광산구,1119,2273,363239,405579,11.66%
한국,대전광역시,동구,872,1767,248835,223021,-10.37%
한국,대전광역시,중구,1351,1569,265846,235550,-11.40%
한국,대전광역시,서구,5092,8283,499742,477880,-4.37%
한국,대전광역시,유성구,22260,36389,281692,351047,24.62%
한국,대전광역시,대덕구,2050,2416,207549,176384,-15.02%
한국,울산광역시,중구,1219,4517,232915,217595,-6.58%
한국,울산광역시,남구,5840,6897,344131,320064,-6.99%
한국,울산광역시,동구,514,1964,170764,156806,-8.17%
한국,울산광역시,북구,936,1163,177488,219014,23.40%
한국,울산광역시,울주군,485,1275,201000,222538,10.72%
한국,세종특별자치시,세종특별자치시,219,7317,81871,355831,334.62%
한국,경기도,수원시,22073,55865,1077535,1186078,10.07%
한국,경기도,성남시,22861,41615,980190,940064,-4.09%
한국,경기도,의정부시,2790,3579,431801,461710,6.93%
한국,경기도,안양시,23492,24572,621714,550027,-11.53%
한국,경기도,부천시,5016,7425,875204,818383,-6.49%
한국,경기도,광명시,1035,2155,343982,298599,-13.19%
한국,경기도,평택시,2120,4649,419457,537307,28.10%
한국,경기도,동두천시,334,223,95653,94353,-1.36%
한국,경기도,안산시,7150,8914,714891,654915,-8.39%
한국,경기도,고양시,7147,10385,950115,1079216,13.59%
한국,경기도,과천시,3399,3364,72279,63231,-12.52%
한국,경기도,구리시,1644,2192,196398,197454,0.54%
한국,경기도,남양주시,1242,2503,564141,713321,26.44%
한국,경기도,오산시,486,1524,182516,229725,25.87%
한국,경기도,시흥시,1890,2889,403797,500895,24.05%
한국,경기도,군포시,3158,3946,287833,273791,-4.88%
한국,경기도,의왕시,1794,5396,147443,163795,11.09%
한국,경기도,하남시,760,1963,150479,293452,95.01%
한국,경기도,용인시,24146,33857,876550,1074176,22.55%
한국,경기도,파주시,1705,2144,355632,465617,30.93%
한국,경기도,이천시,2135,2696,202595,218388,7.80%
한국,경기도,안성시,1078,1713,177937,187012,5.10%
한국,경기도,김포시,1203,2153,238339,473970,98.86%
한국,경기도,화성시,12534,36163,505838,855248,69.08%
한국,경기도,광주시,1081,2279,249789,382054,52.95%
한국,경기도,양주시,412,1024,196706,230359,17.11%
한국,경기도,포천시,510,1002,158658,147274,-7.18%
한국,경기도,여주시,635,926,109250,111897,2.42%
한국,경기도,연천군,97,212,45177,43516,-3.68%
한국,경기도,가평군,407,439,58890,62377,5.92%
한국,경기도,양평군,408,597,95833,118810,23.98%
한국,강원특별자치도,춘천시,2648,3972,269950,282765,4.75%
한국,강원특별자치도,원주시,2378,4747,314678,354376,12.62%
한국,강원특별자치도,강릉시,1343,2410,218503,213321,-2.37%
한국,강원특별자치도,동해시,346,388,95236,90593,-4.88%
한국,강원특별자치도,태백시,152,380,50864,42719,-16.01%
한국,강원특별자치도,속초시,374,494,84302,82665,-1.94%
한국,강원특별자치도,삼척시,260,815,72046,65243,-9.44%
한국,강원특별자치도,홍천군,302,598,69893,69242,-0.93%
한국,강원특별자치도,횡성군,147,284,44254,46472,5.01%
한국,강원특별자치도,영월군,208,356,40407,38662,-4.32%
한국,강원특별자치도,평창군,452,366,43622,41681,-4.45%
한국,강원특별자치도,정선군,66,257,41045,36870,-10.17%
한국,강원특별자치도,철원군,112,241,48928,44699,-8.64%
한국,강원특별자치도,화천군,83,111,24364,24857,2.02%
한국,강원특별자치도,양구군,32,129,21843,22278,1.99%
한국,강원특별자치도,인제군,156,331,31842,31694,-0.46%
한국,강원특별자치도,고성군,68,198,30112,26757,-11.14%
한국,강원특별자치도,양양군,59,213,27929,27946,0.06%
한국,충청북도,충주시,1014,1731,208481,210186,0.82%
한국,충청북도,제천시,511,797,137264,133018,-3.09%
한국,충청북도,통합청주시,8717,14549,808915,844993,4.46%
한국,충청북도,보은군,54,117,34956,32412,-7.28%
한국,충청북도,옥천군,238,345,54025,50527,-6.47%
한국,충청북도,영동군,212,215,50523,47475,-6.03%
한국,충청북도,진천군,283,1159,62094,83718,34.82%
한국,충청북도,괴산군,89,245,36827,39393,6.97%
한국,충청북도,음성군,334,1990,91093,93153,2.26%
한국,충청북도,단양군,74,131,31817,29155,-8.37%
한국,충청북도,증평군,61,86,33533,36807,9.76%
한국,충청남도,천안시,4310,8529,557673,658808,18.14%
한국,충청남도,공주시,796,1466,124930,104545,-16.32%
한국,충청남도,보령시,312,1705,107346,100229,-6.63%
한국,충청남도,아산시,946,2276,265191,316129,19.21%
한국,충청남도,서산시,944,1323,160468,175591,9.42%
한국,충청남도,논산시,391,848,127507,116675,-8.50%
한국,충청남도,계룡시,38,232,43088,42822,-0.62%
한국,충청남도,당진시,527,2209,144903,166249,14.73%
한국,충청남도,금산군,155,366,56555,51413,-9.09%
한국,충청남도,부여군,122,430,75029,65354,-12.90%
한국,충청남도,서천군,95,962,60085,51866,-13.68%
한국,충청남도,청양군,114,107,32541,30948,-4.90%
한국,충청남도,홍성군,324,751,88078,100102,13.65%
한국,충청남도,예산군,195,464,87002,78084,-10.25%
한국,충청남도,태안군,532,1087,63247,62214,-1.63%
한국,전라북도,전주시,4313,8963,641525,657432,2.48%
한국,전라북도,군산시,1001,2221,272601,267859,-1.74%
한국,전라북도,익산시,1472,2444,307289,282276,-8.14%
한국,전라북도,정읍시,574,809,122000,108508,-11.06%
한국,전라북도,남원시,330,524,87775,80662,-8.10%
한국,전라북도,김제시,205,454,94346,82450,-12.61%
한국,전라북도,완주군,160,2060,85119,91609,7.62%
한국,전라북도,진안군,42,222,27543,25394,-7.80%
한국,전라북도,무주군,29,90,25578,24036,-6.03%
한국,전라북도,장수군,30,114,23386,22085,-5.56%
한국,전라북도,임실군,72,87,30593,27314,-10.72%
한국,전라북도,순창군,26,89,30209,27810,-7.94%
한국,전라북도,고창군,106,304,60861,54529,-10.40%
한국,전라북도,부안군,80,181,60138,52140,-13.30%
한국,전라남도,목포시,1375,1641,245422,224044,-8.71%
한국,전라남도,여수시,1449,2540,293488,280242,-4.51%
한국,전라남도,순천시,1378,2814,272620,282189,3.51%
한국,전라남도,나주시,441,2777,90118,115613,28.29%
한국,전라남도,광양시,902,834,145512,151769,4.30%
한국,전라남도,담양군,120,368,47808,46280,-3.20%
한국,전라남도,곡성군,79,216,31886,28039,-12.06%
한국,전라남도,구례군,27,28,27375,25719,-6.05%
한국,전라남도,고흥군,140,221,73924,63922,-13.53%
한국,전라남도,보성군,42,110,48792,40482,-17.03%
한국,전라남도,화순군,1453,1043,69368,62522,-9.87%
한국,전라남도,장흥군,158,245,42394,37800,-10.84%
한국,전라남도,강진군,78,247,41624,34597,-16.88%
한국,전라남도,해남군,125,236,79579,68806,-13.54%
한국,전라남도,영암군,77,460,60082,53699,-10.62%
한국,전라남도,무안군,153,586,74475,86132,15.65%
한국,전라남도,함평군,28,102,36702,32050,-12.68%
한국,전라남도,영광군,185,353,57362,53099,-7.43%
한국,전라남도,장성군,191,250,46514,44464,-4.41%
한국,전라남도,완도군,81,129,54269,49916,-8.02%
한국,전라남도,진도군,35,94,33743,31227,-7.46%
한국,전라남도,신안군,8,120,45428,38938,-14.29%
한국,경상북도,포항시,5209,7713,514755,502916,-2.30%
한국,경상북도,경주시,1290,3562,267098,253502,-5.09%
한국,경상북도,김천시,370,3541,136136,140548,3.24%
한국,경상북도,안동시,836,1788,167886,158907,-5.35%
한국,경상북도,구미시,1807,3309,404920,416328,2.82%
한국,경상북도,영주시,217,585,113926,103119,-9.49%
한국,경상북도,영천시,401,557,103190,102015,-1.14%
한국,경상북도,상주시,238,657,105607,97228,-7.93%
한국,경상북도,문경시,322,284,77391,71406,-7.73%
한국,경상북도,경산시,1177,3034,240708,263728,9.56%
한국,경상북도,군위군,25,47,24736,23256,-5.98%
한국,경상북도,의성군,71,257,58832,51724,-12.08%
한국,경상북도,청송군,63,103,26715,25044,-6.25%
한국,경상북도,영양군,28,229,18451,16692,-9.53%
한국,경상북도,영덕군,93,133,41377,36313,-12.24%
한국,경상북도,청도군,51,199,44391,42263,-4.79%
한국,경상북도,고령군,35,118,34678,31361,-9.57%
한국,경상북도,성주군,45,171,45289,43414,-4.14%
한국,경상북도,칠곡군,167,746,119087,114758,-3.64%
한국,경상북도,예천군,51,166,47049,55613,18.20%
한국,경상북도,봉화군,37,67,34567,31494,-8.89%
한국,경상북도,울진군,193,1175,52430,48716,-7.08%
한국,경상북도,울릉군,22,14,10701,9077,-15.18%
한국,경상남도,진주시,1814,5623,1090181,1036738,-4.90%
한국,경상남도,통영시,832,683,335037,348096,3.90%
한국,경상남도,사천시,479,605,140297,128293,-8.56%
한국,경상남도,김해시,2935,4380,114148,111105,-2.67%
한국,경상남도,밀양시,329,630,503348,542338,7.75%
한국,경상남도,거제시,3238,4307,110479,104831,-5.11%
한국,경상남도,양산시,1106,2058,228355,245754,7.62%
한국,경상남도,창원시,9205,13590,260239,352229,35.35%
한국,경상남도,의령군,53,107,30162,26800,-11.15%
한국,경상남도,함안군,184,281,67207,64182,-4.50%
한국,경상남도,창녕군,222,297,61714,61301,-0.67%
한국,경상남도,고성군,134,205,57231,51361,-10.26%
한국,경상남도,남해군,134,208,49328,42958,-12.91%
한국,경상남도,하동군,139,208,51509,44785,-13.05%
한국,경상남도,산청군,45,122,35591,34857,-2.06%
한국,경상남도,함양군,92,163,41197,39080,-5.14%
한국,경상남도,거창군,196,443,63421,61502,-3.03%
한국,경상남도,합천군,135,226,51092,44006,-13.87%
